,CustomerID,CompanyName,ContactName,ContactTitle,OrderID,EmployeeID,Freight
315,HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,10415,3,0.2
316,HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,10600,4,45.13
317,HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,10660,8,111.29
318,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10298,6,168.22
319,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10309,3,47.3
320,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10335,7,42.11
321,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10373,4,124.12
322,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10380,8,35.03
323,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10429,3,56.63
324,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10503,6,16.74
325,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10516,2,62.78
326,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10567,1,33.97
327,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10646,9,142.33
328,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10661,7,17.55
329,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10687,9,296.43
330,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10701,6,220.31
331,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10712,3,89.93
332,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10736,9,44.1
333,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10897,3,603.54
334,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10912,2,580.91
335,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10985,2,91.51
336,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,11063,3,81.73
337,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10315,4,41.76
338,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10318,8,4.73
339,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10321,3,3.43
340,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10473,1,16.37
341,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10621,4,23.73
342,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10674,4,0.9
343,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10749,4,61.53
344,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10798,2,2.33
345,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10829,9,154.72
346,ISLAT,Island Trading,Helen Bennett,Marketing Manager,10933,6,54.15
347,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10323,4,4.88
348,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10325,1,64.86
349,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10456,8,8.12
350,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10457,2,11.57
351,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10468,3,44.12
352,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10506,9,21.19
353,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10542,1,10.95
354,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10630,1,32.35
355,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10718,1,170.88
356,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10799,9,30.76
357,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10817,3,306.07
358,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10849,9,0.56
359,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,10893,9,77.78
360,KOENE,KÃ¶niglich Essen,Philip Cramer,Sales Associate,11028,2,29.59
361,LACOR,La corne d'abondance,Daniel Tonini,Sales Representative,10858,2,52.51
362,LACOR,La corne d'abondance,Daniel Tonini,Sales Representative,10927,4,19.79
363,LACOR,La corne d'abondance,Daniel Tonini,Sales Representative,10972,4,0.02
364,LACOR,La corne d'abondance,Daniel Tonini,Sales Representative,10973,6,15.17
365,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10350,6,64.19
366,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10358,5,19.64
367,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10371,1,0.45
368,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10413,3,95.66
369,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10425,6,7.93
370,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10454,4,2.74
371,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10493,4,10.64
372,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10500,6,42.68
373,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10610,8,26.78
374,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10631,8,0.87
375,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10787,2,249.93
376,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10832,2,43.26
377,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,10923,7,68.26
378,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,11051,7,2.79
379,LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,10495,3,4.65
380,LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,10620,2,0.94
381,LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,10810,2,4.33
382,LAZYK,Lazy K Kountry Store,John Steel,Marketing Manager,10482,1,7.48
383,LAZYK,Lazy K Kountry Store,John Steel,Marketing Manager,10545,8,11.92
384,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10279,8,25.83
385,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10284,4,76.56
386,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10343,4,110.37
387,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10497,7,36.21
388,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10522,4,45.33
389,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10534,8,27.94
390,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10536,3,58.88
391,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10557,9,96.72
392,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10592,3,32.1
393,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10593,7,174.2
394,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10772,3,91.28
395,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10862,8,53.23
396,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10891,7,20.37
397,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,10934,3,32.01
398,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,11070,2,136.0
399,LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10579,1,13.73
400,LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10719,8,51.44
401,LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10735,6,45.97
402,LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10884,4,90.97
403,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10283,3,84.81
404,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10296,6,0.12
405,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10330,3,12.75
406,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10357,1,34.88
407,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10381,3,7.99
408,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10461,1,148.61
409,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10499,4,102.02
410,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10543,8,48.17
411,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10780,2,42.13
412,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10823,5,163.97
413,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10899,5,1.21
414,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,10997,8,73.91
415,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,11065,8,12.91
416,LILAS,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,11071,1,0.93
417,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10405,1,34.82
418,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10485,4,64.45
419,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10638,3,158.44
420,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10697,3,45.52
421,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10729,8,141.06
422,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10811,8,31.22
423,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10838,3,59.28
424,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10840,4,2.71
425,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10919,2,19.8
426,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10954,5,27.91
427,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,11014,2,23.6
428,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,11039,1,65.0
429,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10307,2,0.56
430,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10317,6,12.69
431,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10544,4,24.91
432,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10662,3,1.28
433,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10665,1,26.31
434,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10867,6,1.93
435,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,10883,8,0.53
436,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,11018,4,11.65
437,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10275,1,26.93
438,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10300,2,17.68
439,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10404,2,155.97
440,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10467,8,4.93
441,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10635,8,47.46
442,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10754,6,2.38
443,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10784,4,70.09
444,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10818,7,65.48
445,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10939,2,76.33
446,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,10950,1,2.5
447,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,10529,5,66.69
448,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,10649,5,6.2
449,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,10760,4,155.64
450,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,10892,4,120.27
451,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,10896,7,32.45
452,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,10978,9,32.82
453,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,11004,3,44.84
454,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10332,3,52.84
455,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10339,2,15.66
456,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10376,1,20.39
457,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10424,7,370.61
458,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10439,6,4.07
459,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10505,3,7.13
460,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10565,8,7.15
461,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10570,3,188.99
462,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10590,4,44.77
463,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10605,1,379.13
464,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10618,1,154.68
465,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10619,3,91.05
466,MEREP,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,10724,8,57.75
467,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,10277,2,125.77
468,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,10575,5,127.34
469,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,10699,3,0.58
470,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,10779,3,58.13
471,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,10945,4,10.22
472,NORTS,North/South,Simon Crowther,Sales Associate,10517,3,32.07
473,NORTS,North/South,Simon Crowther,Sales Associate,10752,2,1.39
474,NORTS,North/South,Simon Crowther,Sales Associate,11057,3,4.13
475,OCEAN,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,10409,3,29.83
476,OCEAN,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,10531,7,8.12
477,OCEAN,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,10898,4,1.27
478,OCEAN,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,10958,7,49.56
479,OCEAN,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,10986,8,217.86
480,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10305,8,257.62
481,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10338,4,84.21
482,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10441,3,73.02
483,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10594,3,5.24
484,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10680,1,26.61
485,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10706,8,135.63
486,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10808,2,45.53
487,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10855,3,170.97
488,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10965,6,144.38
489,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,11034,8,40.32
490,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10260,4,55.09
491,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10407,2,91.48
492,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10508,1,4.99
493,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10554,4,120.97
494,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10580,4,75.89
495,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10684,3,145.63
496,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10766,4,157.55
497,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10833,6,71.49
498,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,10999,6,96.35
499,OTTIK,Ottilies KÃ¤seladen,Henriette Pfalzheim,Owner,11020,2,43.3
500,PERIC,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,Sales Representative,10322,7,0.4
501,PERIC,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,Sales Representative,10354,8,53.8
502,PERIC,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,Sales Representative,10474,5,83.49
503,PERIC,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,Sales Representative,10502,2,69.32
504,PERIC,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,Sales Representative,10995,1,46.0
505,PERIC,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,Sales Representative,11073,2,24.95
506,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10353,7,360.63
507,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10392,2,122.46
508,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10427,4,31.29
509,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10489,6,5.29
510,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10530,3,339.22
511,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10597,7,35.12
512,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10686,2,96.5
513,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10747,6,117.33
514,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,10844,8,25.22
515,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,11053,2,53.05
516,PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,10336,7,15.51
517,PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,10397,5,60.26
518,PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,10433,3,73.83
519,PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,10477,5,13.02
520,PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,11007,8,202.24
521,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10261,4,3.05
522,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10291,6,6.4
523,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10379,2,45.03
524,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10421,8,99.23
525,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10587,1,62.52
526,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10647,4,45.54
527,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10720,8,9.53
528,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10794,6,21.49
529,QUEDE,Que DelÃ­cia,Bernardo Batista,Accounting Manager,10989,2,34.76
530,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10372,5,890.78
531,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10406,7,108.04
532,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10487,2,71.07
533,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10637,6,201.29
534,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10659,7,105.81
535,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10704,6,4.78
536,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10728,4,58.33
537,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10786,8,110.87
538,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10868,7,191.27
539,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10913,4,33.05
540,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10914,6,21.19
541,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,10961,8,104.47
542,QUEEN,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,11068,8,81.75
543,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10273,3,76.07
544,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10285,1,76.83
545,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10286,8,229.24
546,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10313,2,1.96
547,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10345,2,249.06
548,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10361,1,183.17
549,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10418,4,17.55
550,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10451,4,189.09
551,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10515,2,204.47
552,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10527,7,41.9
553,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10540,3,1007.64
554,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10549,5,171.24
555,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10588,2,194.67
556,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10658,4,364.15
557,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10691,2,810.05
558,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10694,8,398.36
559,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10721,5,48.92
560,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10745,9,3.52
561,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10765,3,42.74
562,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10788,1,42.7
563,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10845,8,212.98
564,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10865,2,348.14
565,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10878,4,46.69
566,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10938,3,31.89
567,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10962,8,275.79
568,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10991,1,38.51
569,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10996,4,1.12
570,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,11021,3,297.18
571,RANCH,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,10448,4,38.82
572,RANCH,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,10716,4,22.57
573,RANCH,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,10828,9,90.85
574,RANCH,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,10916,1,63.77
575,RANCH,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,11019,6,3.17
576,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10262,8,48.29
577,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10272,6,98.03
578,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10294,4,147.26
579,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10314,1,74.16
580,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10316,1,150.15
581,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10346,3,142.08
582,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10401,1,12.51
583,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10479,3,708.95
584,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10564,4,13.75
585,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10569,5,58.98
586,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10598,1,44.42
587,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10761,5,18.66
588,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10820,3,37.52
589,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10852,8,174.05
590,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10889,9,280.61
591,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,10988,3,61.14
592,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,11000,2,55.12
593,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,11077,1,8.53
594,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10288,4,7.45
595,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10428,7,11.09
596,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10443,8,13.95
597,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10562,1,22.95
598,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10586,9,0.48
599,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10655,1,4.41
600,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10727,2,89.9
601,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10812,5,59.78
602,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10908,4,32.96
603,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,10942,9,17.95
604,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,11010,2,28.71
605,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,11062,4,29.93
606,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10287,8,12.76
607,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10299,4,29.76
608,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10447,4,68.66
609,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10481,8,64.33
610,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10563,2,60.43
611,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10622,4,50.97
612,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10648,5,14.25
613,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10813,1,47.38
614,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10851,5,160.55
615,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,10877,1,38.06
616,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,11059,2,85.8
617,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10255,9,148.33
618,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10419,4,137.35
619,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10537,1,78.85
620,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10666,7,232.42
621,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10751,3,130.79
